category_id,category_name,category_slug,wp_category_id,article_id,title,section_id,section_name,section_path,source_url,en_file,translated,uploaded,wp_id,wp_link
48274996158235,Customer Agent,customer-agent,775425996,50527904871835,Customer Agent in your customer's language,49191914194587,Guidance,Guidance,https://help.klaviyo.com/hc/en-us/articles/50527904871835-Customer-Agent-in-your-customer-s-language,customer-agent/Customer-Agent-in-your-customer's-language-50527904871835.md,True,True,11543,https://dynamicycle.com/docs/articles-customer-agent-in-your-customer-s-language/
48274996158235,Customer Agent,customer-agent,775425996,49761952891163,How to configure communication style rules,49191914194587,Guidance,Guidance,https://help.klaviyo.com/hc/en-us/articles/49761952891163-How-to-configure-communication-style-rules,customer-agent/How-to-configure-communication-style-rules-49761952891163.md,True,True,11549,https://dynamicycle.com/docs/articles-how-to-configure-communication-style-rules/
48274996158235,Customer Agent,customer-agent,775425996,49761962013595,How to configure escalation rules,49191914194587,Guidance,Guidance,https://help.klaviyo.com/hc/en-us/articles/49761962013595-How-to-configure-escalation-rules,customer-agent/How-to-configure-escalation-rules-49761962013595.md,True,True,11546,https://dynamicycle.com/docs/articles-how-to-configure-escalation-rules/
48274996158235,Customer Agent,customer-agent,775425996,49680009548699,How to write your brand summary,49191914194587,Guidance,Guidance,https://help.klaviyo.com/hc/en-us/articles/49680009548699-How-to-write-your-brand-summary,customer-agent/How-to-write-your-brand-summary-49680009548699.md,True,True,11553,https://dynamicycle.com/docs/articles-how-to-write-your-brand-summary/
48274996158235,Customer Agent,customer-agent,775425996,48155927563547,Understanding Guidance,49191914194587,Guidance,Guidance,https://help.klaviyo.com/hc/en-us/articles/48155927563547-Understanding-Guidance,customer-agent/Understanding-Guidance-48155927563547.md,True,True,11557,https://dynamicycle.com/docs/articles-understanding-guidance/
48274996158235,Customer Agent,customer-agent,775425996,49680340021915,How to launch Customer Agent on WhatsApp,49192910266011,Launch,Launch,https://help.klaviyo.com/hc/en-us/articles/49680340021915-How-to-launch-Customer-Agent-on-WhatsApp,customer-agent/How-to-launch-Customer-Agent-on-WhatsApp-49680340021915.md,True,True,11552,https://dynamicycle.com/docs/articles-how-to-launch-customer-agent-on-whatsapp/
48274996158235,Customer Agent,customer-agent,775425996,49680548955163,How to create a Procedure (Beta),49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49680548955163-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49680548955163.md,True,True,11569,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49680548955163/
48274996158235,Customer Agent,customer-agent,775425996,49680557891355,How to create a Procedure (Beta),49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49680557891355-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49680557891355.md,True,True,11570,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49680557891355/
48274996158235,Customer Agent,customer-agent,775425996,49680495496987,How to create a Procedure (Beta),49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49680495496987-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49680495496987.md,True,True,11571,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49680495496987/
48274996158235,Customer Agent,customer-agent,775425996,49761932711067,How to create a Skill (Beta),49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49761932711067-How-to-create-a-Skill-Beta,customer-agent/How-to-create-a-Skill-(Beta)-49761932711067.md,True,True,11547,https://dynamicycle.com/docs/articles-how-to-create-a-skill-beta/
48274996158235,Customer Agent,customer-agent,775425996,49679835212059,Understanding Procedures vs. Tools,49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49679835212059-Understanding-Procedures-vs-Tools,customer-agent/Understanding-Procedures-vs.-Tools-49679835212059.md,True,True,11572,https://dynamicycle.com/docs/articles-understanding-procedures-vs-tools-49679835212059/
48274996158235,Customer Agent,customer-agent,775425996,49679774579611,Understanding Procedures vs. Tools,49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49679774579611-Understanding-Procedures-vs-Tools,customer-agent/Understanding-Procedures-vs.-Tools-49679774579611.md,True,True,11574,https://dynamicycle.com/docs/articles-understanding-procedures-vs-tools-49679774579611/
48274996158235,Customer Agent,customer-agent,775425996,49679804535707,Understanding Procedures vs. Tools,49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49679804535707-Understanding-Procedures-vs-Tools,customer-agent/Understanding-Procedures-vs.-Tools-49679804535707.md,True,True,11554,https://dynamicycle.com/docs/articles-understanding-procedures-vs-tools-49679804535707/
48274996158235,Customer Agent,customer-agent,775425996,49761954967707,Understanding Skills vs. Tools,49192766741147,Skills,Skills,https://help.klaviyo.com/hc/en-us/articles/49761954967707-Understanding-Skills-vs-Tools,customer-agent/Understanding-Skills-vs.-Tools-49761954967707.md,True,True,11548,https://dynamicycle.com/docs/articles-understanding-skills-vs-tools/
48274996158235,Customer Agent,customer-agent,775425996,49994492261787,How to create a Tool (Beta),49994543708315,Tools,Tools,https://help.klaviyo.com/hc/en-us/articles/49994492261787-How-to-create-a-Tool-Beta,customer-agent/How-to-create-a-Tool-(Beta)-49994492261787.md,True,True,11544,https://dynamicycle.com/docs/articles-how-to-create-a-tool-beta/
48274996158235,Customer Agent,customer-agent,775425996,49994508239131,Understanding Tools,49994543708315,Tools,Tools,https://help.klaviyo.com/hc/en-us/articles/49994508239131-Understanding-Tools,customer-agent/Understanding-Tools-49994508239131.md,True,True,11545,https://dynamicycle.com/docs/articles-understanding-tools/
48274996158235,Customer Agent,customer-agent,775425996,49679830641691,How to create a Procedure (Beta),48275014799387,Training,Training,https://help.klaviyo.com/hc/en-us/articles/49679830641691-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49679830641691.md,True,True,11573,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49679830641691/
48274996158235,Customer Agent,customer-agent,775425996,49679796055451,How to create a Procedure (Beta),48275014799387,Training,Training,https://help.klaviyo.com/hc/en-us/articles/49679796055451-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49679796055451.md,True,True,11575,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49679796055451/
48274996158235,Customer Agent,customer-agent,775425996,49679733672347,How to create a Procedure (Beta),48275014799387,Training,Training,https://help.klaviyo.com/hc/en-us/articles/49679733672347-How-to-create-a-Procedure-Beta,customer-agent/How-to-create-a-Procedure-(Beta)-49679733672347.md,True,True,11550,https://dynamicycle.com/docs/articles-how-to-create-a-procedure-beta-49679733672347/
48274996158235,Customer Agent,customer-agent,775425996,48920080799899,Multi Email Profiles,48275014799387,Training,Training,https://help.klaviyo.com/hc/en-us/articles/48920080799899-Multi-Email-Profiles,customer-agent/Multi-Email-Profiles-48920080799899.md,True,True,11556,https://dynamicycle.com/docs/articles-multi-email-profiles-48920080799899/
50128030093211,Social Marketing,social-marketing,775426008,50223235019675,Connect Instagram to Klaviyo,50131245341723,Getting started with Social Marketing,Getting started with Social Marketing,https://help.klaviyo.com/hc/en-us/articles/50223235019675-Connect-Instagram-to-Klaviyo,content/Connect-Instagram-to-Klaviyo-50223235019675.md,True,True,12588,https://dynamicycle.com/docs/articles-connect-instagram-to-klaviyo/
